,ID_2020,ëIéËñº_2020,îN_2020,É`Å[ÉÄ_2020,ééçá_2020,ë≈ê»_2020,ë≈êî_2020,ìæì__2020,à¿ë≈_2020,ìÒó€ë≈_2020,éOó€ë≈_2020,ñ{ó€ë≈_2020,ó€ë≈_2020,ë≈ì__2020,ìêó€_2020,ìêó€éh_2020,ã]ë≈_2020,ã]îÚ_2020,élãÖ_2020,éÄãÖ_2020,éOêU_2020,ïπéEë≈_2020,ë≈ó¶_2020,í∑ë≈ó¶_2020,èoó€ó¶_2020,íPë≈_2020,wOBAï™éq_2020,wOBAï™ïÍ_2020,wOBA_2020,ÉäÅ[ÉO_2020,ÉäÅ[ÉOwOBA_2020,ë≈åÇìæì__2020,ÉäÅ[ÉOééçá_2020,ÉäÅ[ÉOë≈ê»_2020,ÉäÅ[ÉOìæì__2020,wRC_2020,ID_2019,ëIéËñº_2019,îN_2019,É`Å[ÉÄ_2019,ééçá_2019,ë≈ê»_2019,ë≈êî_2019,ìæì__2019,à¿ë≈_2019,ìÒó€ë≈_2019,éOó€ë≈_2019,ñ{ó€ë≈_2019,ó€ë≈_2019,ë≈ì__2019,ìêó€_2019,ìêó€éh_2019,ã]ë≈_2019,ã]îÚ_2019,élãÖ_2019,éÄãÖ_2019,éOêU_2019,ïπéEë≈_2019,ë≈ó¶_2019,í∑ë≈ó¶_2019,èoó€ó¶_2019,íPë≈_2019,wOBAï™éq_2019,wOBAï™ïÍ_2019,wOBA_2019,ÉäÅ[ÉO_2019,ÉäÅ[ÉOwOBA_2019,ë≈åÇìæì__2019,ÉäÅ[ÉOééçá_2019,ÉäÅ[ÉOë≈ê»_2019,ÉäÅ[ÉOìæì__2019,wRC_2019,ë≈ê»î‰ó¶,p_ë≈ê»_2019,p_ë≈êî_2019,p_ìæì__2019,p_à¿ë≈_2019,p_ìÒó€ë≈_2019,p_éOó€ë≈_2019,p_ñ{ó€ë≈_2019,p_ó€ë≈_2019,p_ë≈ì__2019,p_ìêó€_2019,p_ìêó€éh_2019,p_ã]ë≈_2019,p_ã]îÚ_2019,p_élãÖ_2019,p_éÄãÖ_2019,p_éOêU_2019,p_ïπéEë≈_2019,p_íPë≈_2019,p_wOBAï™éq_2019,p_wOBAï™ïÍ_2019,p_wOBA_2019,p_ë≈åÇìæì__2019,p_wRC_2019,êLÇ—
60,41945136,êõñÏÅ@çÑém,2020,êÁótÉçÉbÉe,81,275,223,24,58,10,3,2,80,20,1,3,5,0,45,2,55,7,0.26,0.359,0.389,43,93.39999999999999,270,0.3459259259259259,Ép,0.31533049922877243,8.209772830402851,720,27080,2963,38.29932231341614,41945136.0,êõñÏÅ@çÑém,2019.0,êÁótÉçÉbÉe,28.0,73.0,66.0,7.0,13.0,2.0,0.0,3.0,24.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,11.0,0.0,0.19699999999999998,0.364,0.27399999999999997,8.0,20.7,73.0,0.28356164383561644,Ép,0.31988897159161395,-2.421821850399834,858.0,32792.0,3698.0,5.810490908809729,3.767123287671233,275.0,248.63013698630138,26.36986301369863,48.97260273972603,7.534246575342466,0.0,11.301369863013699,90.41095890410959,26.36986301369863,0.0,0.0,0.0,0.0,22.602739726027398,3.767123287671233,41.43835616438356,0.0,30.136986301369866,77.97945205479452,275.0,0.28356164383561644,-9.12330149123225,21.888835615379115,16.410486698037026
51,91995131,í∑ñÏÅ@ãvã`,2020,çLìáìåóm,95,299,267,30,76,17,1,10,125,42,1,0,0,2,29,1,61,5,0.285,0.46799999999999997,0.355,48,107.9,299,0.36086956521739133,ÉZ,0.3185745868775059,11.666364858751733,720,27093,2962,44.35517746717458,91995131.0,í∑ñÏÅ@ãvã`,2019.0,çLìáìåóm,72.0,197.0,180.0,13.0,45.0,7.0,1.0,5.0,69.0,20.0,0.0,2.0,0.0,1.0,15.0,1.0,40.0,11.0,0.25,0.38299999999999995,0.31,32.0,60.7,197.0,0.3081218274111675,ÉZ,0.31900344388942325,-1.9405549386222758,858.0,32803.0,3607.0,19.721457682174602,1.517766497461929,299.0,273.1979695431472,19.730964467005077,68.2994923857868,10.624365482233502,1.517766497461929,7.588832487309645,104.7258883248731,30.35532994923858,0.0,3.035532994923858,0.0,1.517766497461929,22.766497461928935,1.517766497461929,60.71065989847716,16.695431472081218,48.56852791878173,92.12842639593909,299.0,0.3081218274111675,-2.9453092723251797,29.932567751117798,14.42260971605678
20,71075138,ãﬂñ{Å@åıéi,2020,ç„Å@ê_,120,519,474,81,139,21,5,9,197,45,31,8,7,1,30,7,61,4,0.293,0.41600000000000004,0.344,104,172.8,512,0.3375,ÉZ,0.3185745868775059,8.784545924357692,720,27093,2962,65.52532767610168,71075138.0,ãﬂñ{Å@åıéi,2019.0,ç„Å@ê_,142.0,640.0,586.0,81.0,159.0,20.0,7.0,9.0,220.0,42.0,36.0,15.0,14.0,3.0,31.0,6.0,110.0,2.0,0.271,0.375,0.313,123.0,191.79999999999998,626.0,0.30638977635782744,ÉZ,0.31900344388942325,-7.147744934570963,858.0,32803.0,3607.0,63.22630621928691,0.8109375,519.0,475.20937499999997,65.6859375,128.9390625,16.21875,5.6765625,7.2984374999999995,178.40625,34.059374999999996,29.193749999999998,12.1640625,11.353125,2.4328125,25.139062499999998,4.865625,89.203125,1.621875,99.7453125,155.53781250000003,507.646875,0.30638977635782755,-5.79637440787859,51.27258269970304,14.252744976398645
9,11515130,â™ñ{Å@òaê^,2020,ì«Å@îÑ,118,500,440,79,121,26,0,31,240,97,2,0,0,0,55,5,85,10,0.275,0.545,0.36200000000000004,64,195.4,500,0.39080000000000004,ÉZ,0.3185745868775059,33.705192790497264,720,27093,2962,88.36875902531807,11515130.0,â™ñ{Å@òaê^,2019.0,ì«Å@îÑ,143.0,628.0,555.0,84.0,147.0,29.0,0.0,31.0,269.0,94.0,3.0,0.0,2.0,3.0,62.0,6.0,132.0,15.0,0.265,0.485,0.34299999999999997,87.0,225.6,626.0,0.3603833865814696,ÉZ,0.31900344388942325,24.103816618117012,858.0,32803.0,3607.0,93.15835431284005,0.7961783439490446,500.0,441.8789808917198,66.87898089171975,117.03821656050957,23.089171974522294,0.0,24.681528662420384,214.171974522293,74.8407643312102,2.388535031847134,0.0,1.5923566878980893,2.388535031847134,49.36305732484077,4.777070063694268,105.09554140127389,11.94267515923567,69.26751592356689,179.6178343949045,498.407643312102,0.3603833865814697,19.190936797863888,74.17066426181536,14.19809476350271
169,91595136,ä›ìcÅ@çsóœ,2020,ì«Å@îÑ,34,48,43,2,13,3,0,1,19,5,0,0,1,1,3,0,16,4,0.302,0.442,0.34,9,16.1,47,0.34255319148936175,ÉZ,0.3185745868775059,1.0390728665137539,720,27093,2962,6.286775225056552,91595136.0,ä›ìcÅ@çsóœ,2019.0,ì«Å@îÑ,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,ÉZ,0.31900344388942325,-1.8608534226883022,858.0,32803.0,3607.0,-1.0911372381929816,6.857142857142857,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.714285714285714,0.0,0.0,0.0,48.0,0.0,-12.760137755576931,-7.48208391903759,13.768859144094142
111,41645139,é·åéÅ@åíñÓ,2020,ÉIÉäÉbÉNÉX,75,215,192,14,46,12,0,3,67,19,2,0,8,1,9,5,40,4,0.24,0.349,0.29,31,59.300000000000004,207,0.28647342995169084,Ép,0.31533049922877243,-5.530938278107306,720,27080,2963,17.99361859043036,41645139.0,é·åéÅ@åíñÓ,2019.0,ÉIÉäÉbÉNÉX,138.0,348.0,298.0,21.0,53.0,9.0,0.0,1.0,65.0,21.0,2.0,0.0,25.0,0.0,21.0,4.0,73.0,4.0,0.17800000000000002,0.218,0.24100000000000002,43.0,69.9,323.0,0.21640866873065018,Ép,0.31988897159161395,-32.16512747261624,858.0,32792.0,3698.0,7.079322393204691,0.617816091954023,215.0,184.10919540229884,12.974137931034482,32.74425287356322,5.560344827586206,0.0,0.617816091954023,40.1580459770115,12.974137931034482,1.235632183908046,0.0,15.445402298850574,0.0,12.974137931034482,2.471264367816092,45.10057471264368,2.471264367816092,26.56609195402299,43.185344827586206,199.55459770114942,0.21640866873065015,-19.87213335233475,4.373719294652318,13.61989929577804
85,11915134,ç‚ëqÅ@è´å·,2020,çLìáìåóm,81,228,209,24,60,15,1,3,86,26,1,1,0,0,17,2,36,6,0.287,0.41100000000000003,0.34600000000000003,41,77.29999999999998,228,0.3390350877192982,ÉZ,0.3185745868775059,4.211453089935581,720,27093,2962,29.13803929301387,11915134.0,ç‚ëqÅ@è´å·,2019.0,çLìáìåóm,51.0,64.0,61.0,4.0,14.0,4.0,0.0,1.0,21.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.23,0.344,0.266,9.0,17.4,64.0,0.271875,ÉZ,0.31900344388942325,-2.6313381171594665,858.0,32803.0,3607.0,4.406066998226321,3.5625,228.0,217.3125,14.25,49.875,14.25,0.0,3.5625,74.8125,24.9375,0.0,0.0,0.0,0.0,10.6875,0.0,67.6875,0.0,32.0625,61.9875,228.0,0.271875,-9.3741420423806,15.69661368118127,13.441425611832598
83,53755136,ÉÇÉÑ,2020,ÉIÉäÉbÉNÉX,46,176,164,20,45,8,2,12,93,38,0,0,0,0,11,1,33,7,0.27399999999999997,0.5670000000000001,0.324,23,66.7,176,0.3789772727272727,Ép,0.31533049922877243,9.97132784809838,720,27080,2963,29.22863951722689,53755136.0,ÉÇÉÑ,2019.0,ÉIÉäÉbÉNÉX,64.0,255.0,242.0,24.0,59.0,7.0,0.0,10.0,96.0,35.0,0.0,0.0,0.0,1.0,10.0,2.0,59.0,7.0,0.244,0.397,0.278,42.0,75.30000000000001,255.0,0.2952941176470589,Ép,0.31988897159161395,-5.492850714283967,858.0,32792.0,3698.0,23.2638582391193,0.6901960784313725,176.0,167.02745098039216,16.56470588235294,40.72156862745098,4.8313725490196076,0.0,6.901960784313726,66.25882352941176,24.15686274509804,0.0,0.0,0.0,0.6901960784313725,6.901960784313726,1.380392156862745,40.72156862745098,4.8313725490196076,28.988235294117647,51.97176470588235,176.0,0.2952941176470588,-3.791144022407766,16.056623725823506,13.172015791403382
8,21225133,êºêÏÅ@óyãP,2020,ñkäCìπì˙ñ{ÉnÉÄ,115,523,422,82,129,17,3,5,167,39,42,7,4,3,92,2,84,5,0.306,0.396,0.43,104,196.3,519,0.3782273603082852,Ép,0.31533049922877243,32.49671155774826,720,27080,2963,89.72156384726082,21225133.0,êºêÏÅ@óyãP,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,142.0,651.0,548.0,88.0,158.0,26.0,6.0,5.0,211.0,41.0,19.0,5.0,8.0,0.0,93.0,2.0,111.0,5.0,0.28800000000000003,0.385,0.39299999999999996,121.0,228.8,643.0,0.3558320373250389,Ép,0.31988897159161395,22.344605864279163,858.0,32792.0,3698.0,95.75879225120279,0.8033794162826421,523.0,440.25192012288784,70.6973886328725,126.93394777265745,20.887864823348693,4.820276497695852,4.016897081413211,169.51305683563749,32.93855606758832,15.2642089093702,4.016897081413211,6.427035330261137,0.0,74.71428571428571,1.6067588325652842,89.17511520737327,4.016897081413211,97.20890937019969,183.8132104454685,516.5729646697388,0.35583203732503893,17.951196416310324,76.93064262270212,12.790921224558701
154,91395138,ëæìcÅ@ñ∏,2020,ÉIÉäÉbÉNÉX,20,61,54,6,14,2,0,3,25,5,0,0,2,0,4,1,19,0,0.259,0.46299999999999997,0.322,9,20.2,59,0.3423728813559322,Ép,0.31533049922877243,1.4873310169937868,720,27080,2963,8.161740175044008,91395138.0,ëæìcÅ@ñ∏,2019.0,ÉIÉäÉbÉNÉX,6.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.188,0.0,2.0999999999999996,16.0,0.13124999999999998,Ép,0.31988897159161395,-2.986783716867221,858.0,32792.0,3698.0,-1.1824411943007416,3.8125,61.0,49.5625,3.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.625,3.8125,26.6875,0.0,0.0,8.00625,61.0,0.13125,-11.38711292055628,-4.508057053271577,12.669797228315584
107,61065137,ïöå©Å@ì–à–,2020,ÉIÉäÉbÉNÉX,71,198,189,14,49,7,2,6,78,23,0,0,2,1,6,0,35,4,0.259,0.413,0.281,34,59.1,196,0.30153061224489797,Ép,0.31533049922877243,-2.357480693078555,720,27080,2963,19.30699493469102,61065137.0,ïöå©Å@ì–à–,2019.0,ÉIÉäÉbÉNÉX,39.0,72.0,61.0,4.0,10.0,0.0,0.0,1.0,13.0,9.0,0.0,1.0,0.0,1.0,8.0,2.0,16.0,2.0,0.16399999999999998,0.213,0.278,9.0,17.1,72.0,0.23750000000000002,Ép,0.31988897159161395,-5.69857053508663,858.0,32792.0,3698.0,2.4209708164625274,2.75,198.0,167.75,11.0,27.5,0.0,0.0,2.75,35.75,24.75,0.0,2.75,0.0,2.75,22.0,5.5,44.0,5.5,24.75,47.025000000000006,198.0,0.23750000000000002,-15.671068971488234,6.657669745271951,12.649325189419068
101,81385138,è¨ãΩÅ@óTç∆,2020,ìåñkäyìV,58,129,105,23,31,3,0,4,46,12,8,2,3,1,19,1,34,0,0.295,0.43799999999999994,0.405,24,47.5,126,0.376984126984127,Ép,0.31533049922877243,7.706703469419318,720,27080,2963,21.82143759054192,81385138.0,è¨ãΩÅ@óTç∆,2019.0,ìåñkäyìV,22.0,34.0,29.0,7.0,5.0,2.0,0.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,11.0,0.0,0.172,0.345,0.273,2.0,9.2,33.0,0.27878787878787875,Ép,0.31988897159161395,-1.3015346054516146,858.0,32792.0,3698.0,2.5326932550021546,3.7941176470588234,129.0,110.02941176470588,26.558823529411764,18.970588235294116,7.588235294117647,0.0,3.7941176470588234,37.94117647058823,15.176470588235293,0.0,0.0,3.7941176470588234,0.0,15.176470588235293,0.0,41.73529411764706,0.0,7.588235294117646,34.90588235294118,125.20588235294117,0.2787878787878788,-4.938175414801708,9.609336173390535,12.212101417151384
158,31035134,óÈñÿÅ@è´ïΩ,2020,çÈã êºïê,46,157,140,7,29,4,2,1,40,10,0,2,4,2,10,1,24,2,0.207,0.28600000000000003,0.261,22,37.900000000000006,153,0.24771241830065363,Ép,0.31533049922877243,-9.579228131483497,720,27080,2963,7.59916920972773,31035134.0,óÈñÿÅ@è´ïΩ,2019.0,çÈã êºïê,16.0,28.0,26.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.154,0.154,0.185,4.0,4.3,27.0,0.15925925925925924,Ép,0.31988897159161395,-3.881884714698572,858.0,32792.0,3698.0,-0.7242853002072329,5.607142857142857,157.0,145.78571428571428,22.428571428571427,22.428571428571427,0.0,0.0,0.0,22.428571428571427,5.607142857142857,5.607142857142857,5.607142857142857,5.607142857142857,0.0,5.607142857142857,0.0,33.64285714285714,5.607142857142857,22.428571428571427,24.110714285714284,151.39285714285714,0.15925925925925924,-21.766282150274137,-4.0611711475905565,11.660340357318287
94,61465112,ëÂòa,2020,â°ïlDeNA,85,225,199,23,56,7,1,4,77,23,3,3,3,3,20,0,28,8,0.281,0.387,0.342,44,72.3,222,0.3256756756756757,ÉZ,0.3185745868775059,1.4675583516217559,720,27093,2962,26.06616315729112,61465112.0,ëÂòa,2019.0,â°ïlDeNA,137.0,490.0,438.0,42.0,104.0,17.0,2.0,0.0,125.0,37.0,3.0,1.0,10.0,2.0,34.0,6.0,75.0,7.0,0.237,0.285,0.3,85.0,129.79999999999998,480.0,0.27041666666666664,ÉZ,0.31900344388942325,-21.540137902088766,858.0,32803.0,3607.0,32.33999501258367,0.45918367346938777,225.0,201.12244897959184,19.285714285714285,47.755102040816325,7.806122448979592,0.9183673469387755,0.0,57.39795918367347,16.989795918367346,1.3775510204081634,0.45918367346938777,4.591836734693878,0.9183673469387755,15.612244897959185,2.7551020408163267,34.43877551020408,3.2142857142857144,39.03061224489796,59.602040816326536,220.40816326530611,0.2704166666666667,-9.890879648918299,14.849997709859862,11.216165447431257
88,11215134,ìcíÜÅ@òaäÓ,2020,ìåñkäyìV,80,282,254,38,61,10,1,8,97,25,6,2,3,1,23,1,76,2,0.24,0.382,0.305,42,85.19999999999999,279,0.3053763440860215,Ép,0.31533049922877243,-2.5466046906871163,720,27080,2963,28.308860597348335,11215134.0,ìcíÜÅ@òaäÓ,2019.0,ìåñkäyìV,59.0,193.0,160.0,22.0,30.0,6.0,2.0,1.0,43.0,9.0,3.0,7.0,5.0,2.0,26.0,0.0,37.0,3.0,0.188,0.26899999999999996,0.298,21.0,50.10000000000001,188.0,0.2664893617021277,Ép,0.31988897159161395,-9.834428154647046,858.0,32792.0,3698.0,11.930453523811114,1.461139896373057,282.0,233.78238341968913,32.145077720207254,43.83419689119171,8.766839378238343,2.922279792746114,1.461139896373057,62.829015544041454,13.150259067357513,4.3834196891191715,10.2279792746114,7.305699481865285,2.922279792746114,37.98963730569948,0.0,54.06217616580311,4.3834196891191715,30.68393782383419,73.20310880829014,274.6943005181347,0.2664893617021276,-14.369475334769291,17.43206162546491,10.876798971883424
72,91795131,ê¥ìcÅ@àÁçG,2020,êÁótÉçÉbÉe,70,209,180,18,50,13,0,7,84,23,0,0,5,0,22,2,52,6,0.278,0.467,0.363,30,74.7,204,0.3661764705882353,Ép,0.31533049922877243,9.872592772295713,720,27080,2963,32.74065037938582,91795131.0,ê¥ìcÅ@àÁçG,2019.0,êÁótÉçÉbÉe,117.0,377.0,336.0,49.0,85.0,8.0,2.0,10.0,127.0,57.0,1.0,3.0,2.0,2.0,35.0,2.0,77.0,6.0,0.253,0.37799999999999995,0.325,65.0,118.00000000000001,375.0,0.3146666666666667,Ép,0.31988897159161395,-1.810399040648377,858.0,32792.0,3698.0,40.704421647324295,0.5543766578249337,209.00000000000003,186.27055702917772,27.164456233421753,47.12201591511937,4.43501326259947,1.1087533156498675,5.543766578249337,70.40583554376659,31.59946949602122,0.5543766578249337,1.6631299734748013,1.1087533156498675,1.1087533156498675,19.403183023872682,1.1087533156498675,42.687002652519894,3.3262599469496026,36.03448275862069,65.41644562334218,207.89124668435014,0.3146666666666667,-1.0036429694841136,22.565581231540527,10.175069147845292
35,61865132,ñŒñÿÅ@âhå‹òY,2020,ìåñkäyìV,73,321,276,43,83,14,4,7,126,33,8,3,0,1,39,5,52,4,0.301,0.457,0.396,58,121.60000000000001,321,0.37881619937694705,Ép,0.31533049922877243,19.36313854519326,720,27080,2963,54.485849032637866,61865132.0,ñŒñÿÅ@âhå‹òY,2019.0,ìåñkäyìV,141.0,648.0,568.0,86.0,160.0,28.0,6.0,13.0,239.0,55.0,7.0,5.0,9.0,2.0,66.0,3.0,121.0,7.0,0.282,0.42100000000000004,0.358,113.0,222.0,639.0,0.3474178403755869,Ép,0.31988897159161395,16.49438054639711,858.0,32792.0,3698.0,89.57025271033953,0.49537037037037035,321.0,281.3703703703704,42.60185185185185,79.25925925925925,13.87037037037037,2.9722222222222223,6.439814814814815,118.39351851851852,27.24537037037037,3.4675925925925926,2.4768518518518516,4.458333333333333,0.9907407407407407,32.69444444444444,1.4861111111111112,59.93981481481481,3.4675925925925926,55.97685185185185,109.97222222222221,316.5416666666667,0.3474178403755868,8.170827400298553,44.37044925928855,10.115399773349317
33,1705130,åIå¥Å@óÀñÓ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,118,500,440,52,107,21,3,17,185,73,5,5,11,6,38,5,90,7,0.243,0.42,0.307,66,155.6,489,0.318200408997955,Ép,0.31533049922877243,1.312983719401019,720,27080,2963,56.02125550669791,1705130.0,åIå¥Å@óÀñÓ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,32.0,45.0,39.0,4.0,9.0,0.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,1.0,0.231,0.359,0.311,7.0,13.4,45.0,0.2977777777777778,Ép,0.31988897159161395,-0.939725737088036,858.0,32792.0,3698.0,4.134987607630188,11.11111111111111,500.0,433.3333333333333,44.44444444444444,100.0,0.0,11.11111111111111,11.11111111111111,155.55555555555554,77.77777777777777,0.0,0.0,0.0,11.11111111111111,33.33333333333333,22.22222222222222,111.11111111111111,11.11111111111111,77.77777777777777,148.88888888888889,499.99999999999994,0.2977777777777778,-10.441397078755955,45.94430675144653,10.07694875525138
150,21525136,ñkë∫Å@ëÒå»,2020,ì«Å@îÑ,57,88,75,9,17,2,0,2,25,10,0,0,2,0,10,1,24,2,0.22699999999999998,0.33299999999999996,0.326,13,26.0,86,0.3023255813953488,ÉZ,0.3185745868775059,-1.3405429522779586,720,27093,2962,8.280244705050503,21525136.0,ñkë∫Å@ëÒå»,2019.0,ì«Å@îÑ,5.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.28600000000000003,0.0,1.4,7.0,0.19999999999999998,ÉZ,0.31900344388942325,-0.8925258291706745,858.0,32803.0,3607.0,-0.12280964467535394,12.571428571428571,88.0,62.857142857142854,37.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,12.571428571428571,0.0,0.0,0.0,12.571428571428571,12.571428571428571,25.142857142857142,0.0,0.0,17.599999999999998,88.0,0.19999999999999998,-11.220324709574195,-1.5438926759187357,9.824137380969239
121,61965132,êôñ{Å@óTëæòY,2020,ÉIÉäÉbÉNÉX,41,141,127,13,34,3,1,2,45,17,1,0,0,0,10,4,34,4,0.268,0.354,0.34,28,44.5,141,0.31560283687943264,Ép,0.31533049922877243,0.03517694654360966,720,27080,2963,15.462909590561335,61965132.0,êôñ{Å@óTëæòY,2019.0,ÉIÉäÉbÉNÉX,18.0,51.0,51.0,5.0,8.0,1.0,0.0,4.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.157,0.41200000000000003,0.157,3.0,12.0,51.0,0.23529411764705882,Ép,0.31988897159161395,-3.595281292643593,858.0,32792.0,3698.0,2.1560604980370606,2.764705882352941,141.0,141.0,13.823529411764707,22.11764705882353,2.764705882352941,0.0,11.058823529411764,58.05882352941176,19.352941176470587,2.764705882352941,0.0,0.0,0.0,0.0,0.0,60.8235294117647,5.529411764705882,8.294117647058822,33.17647058823529,141.0,0.2352941176470588,-9.93989533848523,5.96087314163187,9.502036448929465
155,51255137,ê^çªÅ@óEâÓ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,50,41,35,9,11,2,1,1,18,6,2,2,0,0,4,2,11,0,0.314,0.514,0.415,7,16.7,41,0.4073170731707317,Ép,0.31533049922877243,3.602807479393404,720,27080,2963,8.08888576595175,51255137.0,ê^çªÅ@óEâÓ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,12.0,23.0,21.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.14300000000000002,0.14300000000000002,0.182,3.0,3.4000000000000004,22.0,0.15454545454545457,Ép,0.31988897159161395,-3.306870340923188,858.0,32792.0,3698.0,-0.7131279647338737,1.7826086956521738,41.0,37.43478260869565,7.130434782608695,5.3478260869565215,0.0,0.0,0.0,5.3478260869565215,1.7826086956521738,3.5652173913043477,0.0,1.7826086956521738,0.0,1.7826086956521738,0.0,19.608695652173914,0.0,5.3478260869565215,6.060869565217391,39.21739130434782,0.15454545454545457,-5.894855825123943,-1.2712281110473391,9.360113876999089
14,23725138,É}Å[ÉeÉBÉì,2020,êÁótÉçÉbÉe,104,448,359,72,84,15,0,25,174,65,7,2,0,2,70,17,100,10,0.23399999999999999,0.485,0.382,44,170.0,448,0.3794642857142857,Ép,0.31533049922877243,28.699869452267187,720,27080,2963,77.71848097368522,23725138.0,É}Å[ÉeÉBÉì,2019.0,êÁótÉçÉbÉe,52.0,228.0,194.0,32.0,45.0,9.0,0.0,14.0,96.0,39.0,3.0,3.0,0.0,1.0,26.0,7.0,57.0,4.0,0.23199999999999998,0.495,0.342,22.0,82.6,228.0,0.3622807017543859,Ép,0.31988897159161395,9.255527752205216,858.0,32792.0,3698.0,34.96740869877755,1.9649122807017543,448.0,381.1929824561403,62.87719298245614,88.42105263157895,17.684210526315788,0.0,27.50877192982456,188.6315789473684,76.63157894736841,5.894736842105263,5.894736842105263,0.0,1.9649122807017543,51.08771929824561,13.75438596491228,112.0,7.859649122807017,43.22807017543859,162.3017543859649,447.99999999999994,0.362280701754386,18.186300144683955,68.70789077654538,9.010590197139834
222,71075136,çÇñÿÅ@è¬,2020,çÈã êºïê,12,40,40,6,7,1,1,2,16,5,0,0,0,0,0,0,8,2,0.175,0.4,0.175,3,9.6,40,0.24,Ép,0.31533049922877243,-2.5110166409590815,720,27080,2963,1.8656451020246698,71075136.0,çÇñÿÅ@è¬,2019.0,çÈã êºïê,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ép,0.31988897159161395,-0.26657414299301163,858.0,32792.0,3698.0,-0.15380273533260666,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,-10.662965719720466,-6.1521094133042675,8.017754515328937
87,41745114,ñÿë∫Å@ï∂ãI,2020,çÈã êºïê,90,301,264,25,61,12,2,8,101,33,5,4,9,3,18,7,75,4,0.231,0.38299999999999995,0.295,39,87.4,292,0.2993150684931507,Ép,0.31533049922877243,-4.39089726001629,720,27080,2963,28.54348235593644,41745114.0,ñÿë∫Å@ï∂ãI,2019.0,çÈã êºïê,130.0,441.0,391.0,46.0,86.0,12.0,3.0,10.0,134.0,38.0,16.0,9.0,15.0,6.0,24.0,5.0,101.0,3.0,0.22,0.34299999999999997,0.27,61.0,115.59999999999998,426.0,0.2713615023474178,Ép,0.31988897159161395,-19.249229466864474,858.0,32792.0,3698.0,30.482961311374115,0.6825396825396826,301.0,266.8730158730159,31.3968253968254,58.6984126984127,8.19047619047619,2.0476190476190474,6.825396825396826,91.46031746031747,25.936507936507937,10.920634920634921,6.142857142857143,10.238095238095239,4.095238095238095,16.38095238095238,3.412698412698413,68.93650793650794,2.0476190476190474,41.63492063492065,78.90158730158731,290.7619047619048,0.27136150234741785,-13.138362969447167,20.805830736334734,7.737651619601706
218,91795137,â∫êÖó¨Å@çV,2020,ìåñkäyìV,20,35,32,1,6,0,1,1,11,5,0,0,0,0,2,1,11,0,0.188,0.344,0.257,4,9.299999999999999,35,0.2657142857142857,Ép,0.31533049922877243,-1.5711800946254137,720,27080,2963,2.258398930485369,91795137.0,â∫êÖó¨Å@çV,2019.0,çLìáìåóm,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ÉZ,0.31900344388942325,-1.0633448129647443,858.0,32803.0,3607.0,-0.6235069932531325,8.75,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,8.75,0.0,0.0,35.0,0.0,-9.304267113441512,-5.455686190964909,7.714085121450278
